"日期","測站","測項","X01","X02","X03","X04","X05","X06","X07","X08","X09","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
2008-01-01,"龍潭","SHELT_TEMP","26.25","26.29","26.3","26.27","26.28","26.32","26.23","26.26","26.28","26.35","26.42","26.5","26.55","26.53","26.46","26.45","26.43","26.37","26.29","26.3","26.3","26.3","26.3","26.31"
2008-01-01,"龍潭","SO2","3.8","3.4","3.1","2.9","3.5","3.4","3.5","3.7","3.9","3.9","3.9","3.7","3.7","3.3","3.6","5.2","4.8","4.3","3.8","4.2","4","3.9","4.6","4.8"
2008-01-01,"龍潭","WD_HR","63.88","63.7","62.62","61.96","66.34","64.64","63.03","63.36","60.17","60.59","58","61.25","60.87","53.26","57.1","72.27","65.86","62.65","63.25","64.59","66.35","66.22","66.65","61.77"
2008-01-01,"龍潭","WIND_DIREC","62.51","63.11","61.96","62.74","66.5","61.42","61.52","63.3","57.09","58.64","58.65","58.71","60.57","49.19","63.65","68.82","62.17","65.46","61.1","65.79","63.86","66.52","67.48","58.33"
2008-01-01,"龍潭","WIND_SPEED","4.7","5.15","5.12","5.86","4.66","5.29","5.49","5.72","6.81","6.86","6.7","6.91","6.9","6.92","6.87","5.43","6.35","5.86","5.78","4.23","4.82","4.87","5.01","6.81"
2008-01-01,"龍潭","WS_HR","4.79","4.84","5.21","5.63","4.71","4.92","5.49","5.57","6.48","6.57","7.2","6.36","6.5","6.57","6.83","5.44","5.35","6.35","5.96","5.03","4.67","4.99","4.93","6.04"
2008-01-02,"龍潭","AMB_TEMP","8.56","8.54","8.36","8.22","8.09","8.12","7.82","8.2","9.26","10.36","11.4","12.24","12.53","12.18","11.89","11.45","10.78","10.1","9.86","9.9","10.08","10.3","10.23","10.21"
2008-01-02,"龍潭","CO","0.33","0.35","0.4","0.42","0.43","0.44","0.51","0.64","0.55","0.52","0.54","0.52","0.47","0.5","0.45","0.47","0.51","0.5","0.48","0.47","0.42","0.38","0.32","0.29"
2008-01-02,"龍潭","NO","1.97","1.69","1.78","1.12","1.22","1.52","4.31","7.96","8.61","7.82","8.76","8.72","6.64","5.3#","5.31","6.65","6.16","4.66","3.92","3.6","3.05","2.45","2.64","1.64"
2008-01-02,"龍潭","NO2","6.79","7.32","7.52","9.04","9.23","9.72","18.07","22.22","18.61","14.74","14.99","14.89","13.69","13.8#","14.51","18.26","23.36","24.28","22.01","20.19","17.07","12.61","11.4","10.12"
2008-01-02,"龍潭","NOx","8.76","9.01","9.3","10.16","10.45","11.25","22.38","30.18","27.22","22.56","23.75","23.61","20.33","19.1#","19.82","24.91","29.52","28.94","25.93","23.79","20.12","15.05","14.05","11.76"
2008-01-02,"龍潭","O3","188.4x","185.3x","185.7x","186.1x","185.2x","1.3#","181.5x","174.4x","171.7x","171.6x","167x","165.7x","170.2x",".9#","13.2#",".9#","9.1","8.4","9.8","10.2","9.7","11.3","13.6","15.2"
2008-01-02,"龍潭","PM10","66","64","71","72","76","77","79","86","86","93","97","99","93","100","91","89","78","80","89","79","71","58","58","54"
2008-01-02,"龍潭","PM2.5","27","28","28","34","33","32","32","35","37","39","38","39","31","35","34","34","33","36","38","34","34","31","32","26"
2008-01-02,"龍潭","RAINFALL","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR"
2008-01-02,"龍潭","RH","61.7","62.59","62.26","62.56","61.35","60.94","63.54","62.8","60.78","58.34","57.56","54.11","52.32","56.91","58.28","60.92","64.81","65.41","66.57","67.82","67.85","66.12","66.81","67.93"
2008-01-02,"龍潭","SHELT_TEMP","26.3","26.29","26.33","26.34","26.3","26.37","26.34","26.38","26.47","26.51","26.58","26.6","26.65","25.02","26.76","27.61","27.22","27.14","27.1","27.42","28.4","28.79","27.97","27.58"
2008-01-02,"龍潭","SO2","5.3","6","6.5","7.3","7.3","6.9","5.8","5.3","5.4","5.8","5.1","3.9","2.9","5.2","4.1","3.5","3.1","2.4","1.8","1.6","1.3","0.5","0*","0.1"
2008-01-02,"龍潭","WD_HR","59.36","57.62","59.43","60.24","58.77","55.67","49.29","51.28","53.92","54.58","53.88","50.8","51.7","52.61","55.05","52.69","52.97","54.67","50.4","51.13","49.4","50.96","47.57","49.78"
2008-01-02,"龍潭","WIND_DIREC","59.86","58","58.89","59.22","58.07","53.37","50.29","50.79","55.57","57.54","57.81","53.8","52.53","55.15","54.49","53.43","53.43","55.81","50.09","52.05","49.83","55.17","49.13","49.82"
2008-01-02,"龍潭","WIND_SPEED","7.62","6.61","7.43","5.9","6.62","4.96","4.64","5.85","6.84","7.91","7.24","7.17","7.26","8.23","6.42","7.33","5.54","5.78","5.63","5.63","5.31","5.34","4.91","4.35"
2008-01-02,"龍潭","WS_HR","7","6.74","6.91","6.08","6.52","5.27","4.52","4.96","6.08","7.48","7.31","7.14","7.24","7.18","7.14","6.63","5.86","6.18","6.11","5.62","5.51","5.51","4.61","4.29"
